FieldVisitID,ParkID,Transect,TransectID,PointID,Year,Month,Day,SampleNumber,Time,Method,TrackNumber,Project,Temperature,Sky,Wind,Recorder,Microphone,SoundQuality,Observer,ObserverComments,Transcriber,TranscriberComments
39204529,WLNP,Sofa Mountain,,81,2015,6,15,1,09:11,Recording,10,EI Monitoring,7,broken,2.7,Riverforks E3A/CZM (older),,,Ian Cruickshank and Ali Jones,"Humidity 71.9%, max wind 7.2 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204530,WLNP,Lower Mount Crandell,,18,2015,6,1,1,05:29,Recording,8,EI Monitoring,10.5,scattered,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"humidity 83%, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204531,WLNP,Lower Mount Crandell,,19,2015,6,1,1,05:57,Recording,9,EI Monitoring,10,scattered,3.2,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 78.2% max wind 6.0 kph, recorder: Riverforks E3A/CZM (older), construction noise and river noise to the east",Cam Gillies,
39204532,WLNP,Lower Mount Crandell,,20,2015,6,1,1,06:21,Recording,10,EI Monitoring,12.3,scattered,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 73%, max wind 2.3 kph, recorder: Riverforks E3A/CZM (older), mechanical noise to the east",Cam Gillies,
39204533,WLNP,Lower Mount Crandell,,21,2015,6,1,1,06:47,Recording,11,EI Monitoring,11.2,scattered,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 73%, max wind 3.9 kph, recorder: Riverforks E3A/CZM (older), mechanical noise to the east",Cam Gillies,
39204534,WLNP,Lower Mount Crandell,,22,2015,6,1,1,07:11,Recording,12,EI Monitoring,12,scattered,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 71%, max wind 2.6 kph, recorder: Riverforks E3A/CZM (older), mechanical noise to the south-east",Cam Gillies,
39204535,WLNP,Lower Mount Crandell,,23,2015,6,1,1,07:36,Recording,13,EI Monitoring,13,broken,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 74%, max wind 3.1 kph, recorder: Riverforks E3A/CZM (older), mechanical noise to the south-east",Cam Gillies,
39204536,WLNP,Lower Mount Crandell,,24,2015,6,1,1,08:00,Recording,14,EI Monitoring,12.3,broken,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 73%, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older),lawn-mower? noise to the south-east",Cam Gillies,
39204537,WLNP,Lower Mount Crandell,,70,2015,6,1,1,08:52,Recording,16,EI Monitoring,16.6,broken,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 63.5%, max wind 6.6 kph, recorder: Riverforks E3A/CZM (older), Columbia Ground Squirrels quite loud nearby",Cam Gillies,
39204538,WLNP,Lower Mount Crandell,,71,2015,6,1,1,09:19,Recording,17,EI Monitoring,14.2,broken,1.8,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 63.5%, max wind 6.0 kph, recorder: Riverforks E3A/CZM (older), flock of maybe 20 cedar waxwings flew over",Cam Gillies,
39204539,WLNP,Lower Mount Crandell,,72,2015,6,1,1,09:43,Recording,18,EI Monitoring,19.9,broken,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 50%, max wind 1.8 kph, recorder: Riverforks E3A/CZM (older), mic was placed ~1m above ground to compensate for loud river noise to south-east, audio comments were put into track 19",Cam Gillies,
39204540,WLNP,Prairie Trail,,575,2015,6,12,1,05:20,Recording,1,EI Monitoring,7.8,broken,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 84%, max wind 1.3 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204541,WLNP,Prairie Trail,,576,2015,6,12,1,05:42,Recording,2,EI Monitoring,9,broken,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 87%, max wind 1.3 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204542,WLNP,Prairie Trail,,577,2015,6,12,1,06:06,Recording,3,EI Monitoring,9.3,broken,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 85%, max wind 3.3kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204543,WLNP,Prairie Trail,,578,2015,6,12,1,06:36,Recording,4,EI Monitoring,10.2,broken,1.4,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 93%, max wind 2.7 kph, recorder:Riverforks E3A/CZM (older)",Cam Gillies,
39204544,WLNP,Prairie Trail,,579,2015,6,12,1,06:57,Recording,5,EI Monitoring,14.8,scattered,1.4,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 60%, max wind 3.4 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204545,WLNP,Prairie Trail,,580,2015,6,12,1,07:28,Recording,6,EI Monitoring,15.4,scattered,1.9,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 65%, max wind 6.2 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204546,WLNP,Prairie Trail,,581,2015,6,12,1,07:57,Recording,8,EI Monitoring,16.3,scattered,2.5,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 62%, max wind 6.1 kph, recorder: Riverforks E3A/CZM (older), a few rocks were thrown to try to quiet down the ground squirrels towards the beginning",Cam Gillies,
39204547,WLNP,Prairie Trail,,582,2015,6,12,1,08:19,Recording,9,EI Monitoring,14.7,scattered,7.4,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 66.9%, max wind 10.2kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204548,WLNP,Prairie Trail,,583,2015,6,12,1,08:43,Recording,10,EI Monitoring,21.8,scattered,5.3,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 45%, max wind 9.1 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204549,WLNP,Prairie Trail,,584,2015,6,12,1,09:06,Recording,11,EI Monitoring,19.1,scattered,6.9,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 48%, max wind 17.9kph, recorder: Riverforks E3A/CZM (older), Kestral (weather device) was making buzzing sound towards end in the gusting wind",Cam Gillies,
39204550,WLNP,Wishbone Trail,,33,2015,6,10,1,05:03,Recording,11,EI Monitoring,6,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 86%, max wind 1.8 kph, recorder: Riverforks E3A/CZM (older), mechanical sound at 7 min, possibly motorcycle",Cam Gillies,
39204551,WLNP,Wishbone Trail,,34,2015,6,10,1,05:26,Recording,12,EI Monitoring,4.5,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 90%, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204552,WLNP,Wishbone Trail,,35,2015,6,10,1,05:50,Recording,13,EI Monitoring,5.3,Scattered,1.5,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 91%, max wind 2.8 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204553,WLNP,Wishbone Trail,,36,2015,6,10,1,06:25,Recording,14,EI Monitoring,6.1,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 95%, max wind 2.2 kph, recorder: Riverforks E3A/CZM (older), car traffic at 3:30 min",Cam Gillies,
39204554,WLNP,Wishbone Trail,,37,2015,6,10,1,06:48,Recording,15,EI Monitoring,9,Scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 93 % max wind 0.0 kph, recorder: Riverforks E3A/CZM (older), coyotes calling?",Cam Gillies,
39204555,WLNP,Wishbone Trail,,38,2015,6,10,1,07:13,Recording,2,EI Monitoring,10.5,broken,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 93% max wind 1.9 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204556,WLNP,Wishbone Trail,,39,2015,6,10,1,07:40,Recording,3,EI Monitoring,13.5,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 88.1%, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204557,WLNP,Wishbone Trail,,40,2015,6,10,1,08:12,Recording,4,EI Monitoring,14.5,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 74 % max wind 0.0 kph, recorder: Riverforks E3A/CZM (older), coyote noise?",Cam Gillies,
39204558,WLNP,Wishbone Trail,,60,2015,6,10,1,08:35,Recording,5,EI Monitoring,14.8,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 74%, max wind 2.7 kph, recorder: Riverforks E3A/CZM (older), raindrop sounds are from caterpillar infestation in aspen forest, dropping leaves and droppings from trees",Cam Gillies,
39204559,WLNP,Wishbone Trail,,61,2015,6,10,1,09:05,Recording,6,EI Monitoring,15.1,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 68%, max wind 2.1 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204560,WLNP,Cardston Entrance,,550,2015,6,5,1,05:21,Recording,3,EI Monitoring,5.3,clear,1.9,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 83%, max wind 4.3 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204561,WLNP,Cardston Entrance,,551,2015,6,5,1,05:45,Recording,4,EI Monitoring,4.8,clear,1,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 89%, max wind 4.1 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204562,WLNP,Cardston Entrance,,552,2015,6,5,1,06:08,Recording,6,EI Monitoring,6.1,clear,2.5,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 85% max wind 5.3 kph, recorder: Riverforks E3A/CZM (older), car drove by",Cam Gillies,
39204563,WLNP,Cardston Entrance,,553,2015,6,5,1,06:32,Recording,7,EI Monitoring,8,clear,3.5,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 76%, max wind 10.1kph, recorder: Riverforks E3A/CZM (older), car drove by",Cam Gillies,
39204564,WLNP,Cardston Entrance,,554,2015,6,5,1,06:58,Recording,8,EI Monitoring,9.5,clear,2,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 80%, max wind 4.0 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204565,WLNP,Cardston Entrance,,555,2015,6,5,1,07:24,Recording,9,EI Monitoring,10.9,clear,2.7,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 77%, max wind 6.5 kph, recorder: Riverforks E3A/CZM (older), cars driving by",Cam Gillies,
39204566,WLNP,Cardston Entrance,,556,2015,6,5,1,08:21,Recording,12,EI Monitoring,13.6,clear,4,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 62%, max wind 10.0kph, recorder: Riverforks E3A/CZM (older), distant traffic noise",Cam Gillies,
39204567,WLNP,Cardston Entrance,,557,2015,6,5,1,07:50,Recording,11,EI Monitoring,13.3,clear,5.4,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 66%, max wind 9.8 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204568,WLNP,Crandell Lake,,100,2015,6,4,1,05:40,Recording,1,EI Monitoring,5.4,Broken,0,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 80 %, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older), distant sound of creek",Cam Gillies,
39204569,WLNP,Crandell Lake,,101,2015,6,4,1,06:07,Recording,2,EI Monitoring,6,broken,2.6,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 81%, max wind 6.3 kph, recorder: Riverforks E3A/CZM (older), creek noise prominent",Cam Gillies,
39204570,WLNP,Crandell Lake,,102,2015,6,4,1,06:35,Recording,3,EI Monitoring,6,Broken,0,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 83 %, max wind 6.3 kph, recorder: Riverforks E3A/CZM (older), creek noise prominent",Cam Gillies,
39204571,WLNP,Crandell Lake,,103,2015,6,4,1,07:07,Recording,5,EI Monitoring,7,Broken,0,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 86%, max wind 0.0 kph, recorder: Riverforks E3A/CZM (older), recorded ~10m east of stake to get farther away from loud creek nearby, heard bear noises - cracking branches",Cam Gillies,
39204572,WLNP,Crandell Lake,,104,2015,6,4,1,07:42,Recording,6,EI Monitoring,6.7,scattered,0,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 85%, max wind 2.9 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204573,WLNP,Crandell Lake,,105,2015,6,4,1,08:16,Recording,7,EI Monitoring,7.9,scattered,2,Riverforks E3A/CZM (older),,,"Ian Cruickshank, Christina Price","Humidity 82%, , max wind 5.6 kph, recorder: Riverforks E3A/CZM (older)",Cam Gillies,
39204574,WLNP,Eskerine,,119,2015,6,9,1,05:13,Recording,1,EI Monitoring,8.2,clear,5.2,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 75%, max wind 8.2 kph, recorder: Riverforks E3A/CZM (older), the previous point ID for this point (0231) was incorrect compared to the ID tags in the field, database was changed in 2015 to reflect the field ID points",Cam Gillies,point id called in field was incorrect.
39204575,WLNP,Eskerine,,118,2015,6,9,1,05:42,Recording,2,EI Monitoring,9.2,clear,4,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 76%, max wind 7.0 kph, recorder: Riverforks E3A/CZM (older), the previous point ID for this point (0230) was incorrect compared to the ID tags in the field, database was changed in 2015 to reflect the field ID points",Cam Gillies,
39204576,WLNP,Eskerine,,117,2015,6,9,1,06:08,Recording,3,EI Monitoring,11.1,clear,9,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 66%, max wind 11.3 kph, recorder: Riverforks E3A/CZM (older), wind picked up towards the end, point ID in database updated in 2015 to reflect field ID point (instead of 0229)",Cam Gillies,
39204577,WLNP,Eskerine,,116,2015,6,9,1,06:34,Recording,4,EI Monitoring,12.1,clear,12,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 68%, max wind 15.0 kph, recorder: Riverforks E3A/CZM (older), Kestral (weather device) made buzzing sounds in the gusts around 6:30-7:30 min, 8:15-8:45 and 9:50 , elk heard in distance, (old, incorrect ID point was 0228, changed 2015)",Cam Gillies,
39204578,WLNP,Eskerine,,115,2015,6,9,1,07:04,Recording,5,EI Monitoring,13.1,clear,2.7,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 64%, max wind 13.4 kph, recorder: Riverforks E3A/CZM (older), aspens blowing a bit in breeze, elk heard in distancepoint ID in database updated in 2015 to reflect field ID point (instead of 0227)",Cam Gillies,
39204579,WLNP,Eskerine,,114,2015,6,9,1,07:33,Recording,6,EI Monitoring,13.7,clear,2.9,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 63%, max wind 3.2 kph, recorder: Riverforks E3A/CZM (older), elk heard in distance, point ID in database updated in 2015 to reflect field ID point (instead of 0226)",Cam Gillies,
39204580,WLNP,Eskerine,,113,2015,6,9,1,08:03,Recording,7,EI Monitoring,15.1,clear,1.5,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 58%, max wind 7.1 kph, recorder: Riverforks E3A/CZM (older), point ID in database updated in 2015 to reflect field ID point (instead of 0225)",Cam Gillies,
39204581,WLNP,Eskerine,,112,2015,6,9,1,08:37,Recording,8,EI Monitoring,18.5,clear,1.3,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 58%, max wind 6.4 kph, recorder: Riverforks E3A/CZM (older), point ID in database updated in 2015 to reflect field ID point (instead of 0224)",Cam Gillies,
39204582,WLNP,Eskerine,,111,2015,6,9,1,09:01,Recording,9,EI Monitoring,16.8,clear,5.1,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 56%, max wind 8.1 kph, recorder: Riverforks E3A/CZM (older), gulls in distance, point ID in database updated in 2015 to reflect field ID point (instead of 0223)",Cam Gillies,
39204583,WLNP,Eskerine,,110,2015,6,9,1,09:24,Recording,10,EI Monitoring,21.2,clear,1.9,Riverforks E3A/CZM (older),,,Ali Jones and Christina Price,"Humidity 65%, max wind 9.7 kph, recorder: Riverforks E3A/CZM(older), point ID in database updated in 2015 to reflect field ID point (instead of 0222)",Cam Gillies,
39204584,WLNP,Cameron Lake,,1,2015,6,23,1,05:13,Recording,1,EI Monitoring,7.2,clear,1.9,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"New humidity meter not seeming to work, max wind 2.7 kph, recorder: Riverforks E3A-CM/CZM (newer), note yellow cable was put into east mic, same for all of day's recordings, this means east=left, which is reverse of standard protocol",Cam Gillies,
39204585,WLNP,Cameron Lake,,3,2015,6,23,1,05:37,Recording,2,EI Monitoring,8.4,clear,0.8,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 2.2 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204586,WLNP,Cameron Lake,,4,2015,6,23,1,06:00,Recording,3,EI Monitoring,9.7,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.5 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204587,WLNP,Cameron Lake,,5,2015,6,23,1,06:21,Recording,4,EI Monitoring,9.2,clear,1.7,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.9 kph, recorder: Riverforks E3A-CM/CZM (newer), slight creek noise",Cam Gillies,
39204588,WLNP,Cameron Lake,,6,2015,6,23,1,06:42,Recording,5,EI Monitoring,9,clear,2.3,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 4.5 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204589,WLNP,Cameron Lake,,124,2015,6,23,1,07:05,Recording,6,EI Monitoring,8.4,clear,1.8,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 2.0 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204590,WLNP,Summit Lake,,9,2015,6,23,1,07:38,Recording,7,EI Monitoring,8.3,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"New humidity meter not seeming to work, max wind 4.2 kph, recorder: Riverforks E3A-CM/CZM (newer), note yellow cable was put into east mic, same for all of day's recordings, this means east=left, which is reverse of standard protocol",Cam Gillies,
39204591,WLNP,Summit Lake,,11,2015,6,23,1,08:04,Recording,8,EI Monitoring,13.9,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 3.6 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204592,WLNP,Summit Lake,,12,2015,6,23,1,08:25,Recording,9,EI Monitoring,16,clear,1.7,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 10.3 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204593,WLNP,Summit Lake,,125,2015,6,23,1,08:47,Recording,10,EI Monitoring,13,scattered,1.5,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 6.8 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204594,WLNP,Summit Lake,,126,2015,6,23,1,09:16,Recording,11,EI Monitoring,14.4,Scattered,2,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 6.8 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204595,WLNP,Summit Lake,,127,2015,6,23,1,09:40,Recording,12,EI Monitoring,19.3,Scattered,0.9,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 4.5 kph, recorder: Riverforks E3A-CM/CZM (newer)",Cam Gillies,
39204596,WLNP,Summit Lake,,15,2015,6,24,1,05:41,Recording,1,EI Monitoring,2.6,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.4 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204597,WLNP,Summit Lake,,16,2015,6,24,1,06:05,Recording,2,EI Monitoring,4.5,clear,2.1,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 2.9 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204598,WLNP,Summit Lake,,120,2015,6,24,1,06:30,Recording,3,EI Monitoring,6.8,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.7 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204599,WLNP,Summit Lake,,121,2015,6,24,1,06:53,Recording,4,EI Monitoring,11.6,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.3 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204600,WLNP,Summit Lake,,122,2015,6,24,1,07:17,Recording,5,EI Monitoring,11.1,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 1.2 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204601,WLNP,Summit Lake,,123,2015,6,24,1,07:40,Recording,6,EI Monitoring,13,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 0.9 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204602,WLNP,Summit Lake,,128,2015,6,24,1,08:04,Recording,7,EI Monitoring,15.5,clear,0.9,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 3.1 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204603,WLNP,Summit Lake,,129,2015,6,24,1,08:28,Recording,8,EI Monitoring,13.7,clear,1.3,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity not available, max wind 4.6 kph, recorder: Riverforks E3A-CM/CZM (newer), left mic=black cable=east, suspest that right mic is recording louder by ~2db",Cam Gillies,
39204605,WLNP,Cardston Gate South,,150,2015,6,22,1,05:07,Recording,1,EI Monitoring,4,clear,1.3,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 84%, max wind, 6.0 kph, recorder type: Riverforks E3A/CZM (older)",Cam Gillies,
39204606,WLNP,Cardston Gate South,,151,2015,6,22,1,05:32,Recording,2,EI Monitoring,4.4,clear,3.2,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 92%, max wind 4.2 kph, recorder type: Riverforks E3A/CZM (older)",Cam Gillies,
39204607,WLNP,Cardston Gate South,,152,2015,6,22,1,05:56,Recording,3,EI Monitoring,5.8,clear,2.8,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 92%, max wind 5.3 kph, recorder type: Riverforks E3A/CZM (older), cars to the east, elk to the south",Cam Gillies,
39204608,WLNP,Cardston Gate South,,153,2015,6,22,1,06:20,Recording,4,EI Monitoring,8.4,clear,2.4,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 83%, max wind 6.4 kph, recorder type: Riverforks E3A/CZM (older), cars distant to the north-east, elk/cattle distant",Cam Gillies,
39204609,WLNP,Cardston Gate South,,154,2015,6,22,1,06:43,Recording,5,EI Monitoring,7.2,clear,1.4,Riverforks E3A/CZM (older),,,Christina Price and Ian Cruickshank,"Humidity 90%, max wind 6.6 kph, recorder type: Riverforks E3A/CZM (older), cars distant to the north-east, elk distant",Cam Gillies,
39204610,WLNP,Stoney Flats,,156,2015,6,24,1,05:36,Recording,1,EI Monitoring,7.7,clear,3.5,Riverforks E3A/CZM (older),,,Ali Jones and Helena Mahoney,"Humidity 79%, max wind 11.3 kph, recorder type: Riverforks E3A/CZM (older), Kestral (weather device buzzing a bit in the gusts, car drove by in distant at 5:02",Cam Gillies,
39204611,WLNP,Stoney Flats,,157,2015,6,24,1,06:18,Recording,2,EI Monitoring,7.3,clear,2.1,Riverforks E3A/CZM (older),,,Ali Jones and Helena Mahoney,"Humidity 94%, max wind 4.2 kph, recorder type: Riverforks E3A/CZM (older), background river noise, coyote at 2:58 and 9:23",Cam Gillies,
39204612,WLNP,Stoney Flats,,158,2015,6,24,1,06:53,Recording,3,EI Monitoring,9.3,clear,0,Riverforks E3A/CZM (older),,,Ali Jones and Helena Mahoney,"Humidity 87%, max wind 1.9 kph, recorder type: Riverforks E3A/CZM (older), stream 100m away, sandhill cranes flew by at 1:45, distant elk and coyotes",Cam Gillies,
39204613,WLNP,Stoney Flats,,159,2015,6,29,1,07:36,Recording,1,EI Monitoring,21.4,broken,1.9,Riverforks E3A/CZM (older),,,Ian Cruickshank and Christina Price,"Humidity 76%, max wind 4.5 kph, recorder type: Riverforks E3A-CM/CZM (newer), this point recorded on a differnet day than rest of transect",Cam Gillies,
39204614,WLNP,Stoney Flats,,160,2015,6,24,1,08:00,Recording,4,EI Monitoring,15.9,clear,1,Riverforks E3A/CZM (older),,,Ali Jones and Helena Mahoney,"Humidity 65.5%, max wind 2.2 kph, recorder type: Riverforks E3A/CZM (older), loud ground squirrels present",Cam Gillies,
39204615,WLNP,Stoney Flats,,161,2015,6,24,1,08:53,Recording,7,EI Monitoring,17,scattered,0,Riverforks E3A/CZM (older),,,Ali Jones and Helena Mahoney,"Humidity 68.0%, max wind 1.4 kph, recorder type: Riverforks E3A/CZM (older), airplane overhead at 4:00",Cam Gillies,
39204616,WLNP,Blakiston Fan,,162,2015,6,20,1,05:27,Recording,1,EI Monitoring,4.1,clear,0,Riverforks E3A/CZM (older),,,Christina Price and Helena Mahoney,"Humidity 77%, max wind 2.9 kph, recorder type: Riverforks E3A/CZM (older)",Cam Gillies,
39204617,WLNP,Blakiston Fan,,163,2015,6,20,1,05:58,Recording,2,EI Monitoring,5.5,clear,1.3,Riverforks E3A/CZM (older),,,Christina Price and Helena Mahoney,"Humidity 94%, max wind 3.5 kph, recorder type: Riverforks E3A/CZM (older), car drove by at 5:15, 3 cars drove by near end of recording",Cam Gillies,
39204618,WLNP,Blakiston Fan,,164,2015,6,20,1,06:24,Recording,3,EI Monitoring,9.8,clear,1.5,Riverforks E3A/CZM (older),,,Christina Price and Helena Mahoney,"Humidity 83%, max wind 6.4 kph, recorder type: Riverforks E3A/CZM (older), cars drove by at 1:30 min, 4:12, 6:55, 8:55 and 10:50",Cam Gillies,
39204619,WLNP,Blakiston Fan,,165,2015,6,20,1,06:56,Recording,4,EI Monitoring,10.5,clear,2.6,Riverforks E3A/CZM (older),,,Christina Price and Helena Mahoney,"Humidity 85%, max wind 4.1 kph, recorder type: Riverforks E3A/CZM (older), distant cars at 3:30, 6:50, 8:35, 10:44",Cam Gillies,
